DEBUG 2019-04-22 22:28:08,606 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
INFO  2019-04-22 22:28:19,159 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/fonts/Poppins/poppins-v5-devanagari_latin-ext_latin-300.woff2'. Physical path: 'D:\hoc\ASP.net\PMCS\7\AssetManagement\aspnet-core\src\GSoft.AbpZeroTemplate.Web.Mvc\wwwroot\fonts\Poppins\poppins-v5-devanagari_latin-ext_latin-300.woff2'
INFO  2019-04-22 22:28:19,159 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 13.0631ms 200 font/woff2
INFO  2019-04-22 22:28:19,166 [8    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/fonts/Poppins/poppins-v5-devanagari_latin-ext_latin-regular.woff2'. Physical path: 'D:\hoc\ASP.net\PMCS\7\AssetManagement\aspnet-core\src\GSoft.AbpZeroTemplate.Web.Mvc\wwwroot\fonts\Poppins\poppins-v5-devanagari_latin-ext_latin-regular.woff2'
INFO  2019-04-22 22:28:19,166 [8    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 19.7119ms 200 font/woff2
INFO  2019-04-22 22:28:19,172 [3    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/fonts/Poppins/poppins-v5-devanagari_latin-ext_latin-500.woff2  
INFO  2019-04-22 22:28:19,173 [8    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/metronic/dist/html/default/assets/demo/default/media/img/bg/bg-4.jpg'. Physical path: 'D:\hoc\ASP.net\PMCS\7\AssetManagement\aspnet-core\src\GSoft.AbpZeroTemplate.Web.Mvc\wwwroot\metronic\dist\html\default\assets\demo\default\media\img\bg\bg-4.jpg'
INFO  2019-04-22 22:28:19,173 [8    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 32.1777ms 200 image/jpeg
INFO  2019-04-22 22:28:19,185 [3    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/fonts/Poppins/poppins-v5-devanagari_latin-ext_latin-500.woff2'. Physical path: 'D:\hoc\ASP.net\PMCS\7\AssetManagement\aspnet-core\src\GSoft.AbpZeroTemplate.Web.Mvc\wwwroot\fonts\Poppins\poppins-v5-devanagari_latin-ext_latin-500.woff2'
INFO  2019-04-22 22:28:19,185 [3    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 13.0551ms 200 font/woff2
INFO  2019-04-22 22:29:25,437 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Account/Login application/x-www-form-urlencoded 271
INFO  2019-04-22 22:29:25,452 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc)
INFO  2019-04-22 22:29:25,567 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) with arguments (GSoft.AbpZeroTemplate.Web.Models.Account.LoginViewModel, /AppAreaName, , ) - Validation state: Valid
INFO  2019-04-22 22:29:26,327 [24   ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.Application signed in.
INFO  2019-04-22 22:29:26,334 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 767.0931ms.
INFO  2019-04-22 22:29:26,399 [24   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-22 22:29:26,404 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) in 952.113ms
INFO  2019-04-22 22:29:26,404 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 967.4177ms 200 application/json; charset=utf-8
INFO  2019-04-22 22:29:32,977 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/Account/Login  
WARN  2019-04-22 22:29:33,025 [23   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,025 [23   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-22 22:29:33,026 [23   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,026 [23   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-22 22:29:33,036 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc)
INFO  2019-04-22 22:29:33,046 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) with arguments (, , , ) - Validation state: Valid
INFO  2019-04-22 22:29:33,046 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 0.1615ms.
INFO  2019-04-22 22:29:33,051 [23   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Login.
INFO  2019-04-22 22:29:33,107 [22   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Login executed in 57.5422ms.
INFO  2019-04-22 22:29:33,113 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) in 77.0594ms
INFO  2019-04-22 22:29:33,113 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 136.914ms 200 text/html; charset=utf-8
INFO  2019-04-22 22:29:33,124 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Areas/AppAreaName/Views/_Bundles/vendors.bundle.css?v=ASamK9YFQGysfCCNNFaivalesZNBp7u-ZoxVX_3YQ3M  
INFO  2019-04-22 22:29:33,131 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Areas/AppAreaName/Views/_Bundles/account-layout-libs.css?v=47DEQpj8HBSa-_TImW-5JCeuQeRkm5NMpJWZG3hSuFU  
INFO  2019-04-22 22:29:33,132 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Areas/AppAreaName/Views/_Bundles/common-styles.css?v=Zin-V2AN2Kvp9Mez_gl41u68VBbgRFnpWr7J_8h9ldM  
INFO  2019-04-22 22:29:33,134 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Areas/AppAreaName/Views/_Bundles/account-layout-libs.js?v=47DEQpj8HBSa-_TImW-5JCeuQeRkm5NMpJWZG3hSuFU  
INFO  2019-04-22 22:29:33,136 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=636915688913868402  
INFO  2019-04-22 22:29:33,137 [23   ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Areas/AppAreaName/Views/_Bundles/vendors.bundle.css was not modified
INFO  2019-04-22 22:29:33,137 [22   ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Areas/AppAreaName/Views/_Bundles/account-layout-libs.css was not modified
INFO  2019-04-22 22:29:33,137 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Areas/AppAreaName/Views/_Bundles/common-styles.css was not modified
INFO  2019-04-22 22:29:33,138 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 6.635ms 304 text/css
INFO  2019-04-22 22:29:33,138 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 14.3059ms 304 text/css
INFO  2019-04-22 22:29:33,138 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 6.1218ms 304 text/css
INFO  2019-04-22 22:29:33,138 [24   ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Areas/AppAreaName/Views/_Bundles/account-layout-libs.js was not modified
INFO  2019-04-22 22:29:33,139 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 4.6273ms 304 application/javascript
WARN  2019-04-22 22:29:33,142 [21   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,142 [21   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-22 22:29:33,142 [21   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,142 [21   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-22 22:29:33,143 [21   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-04-22 22:29:33,145 [21   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-04-22 22:29:33,153 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=636915688913868402  
WARN  2019-04-22 22:29:33,159 [9    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,159 [9    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-22 22:29:33,160 [9    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:33,160 [9    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-22 22:29:33,161 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-04-22 22:29:33,162 [21   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 16.766ms.
INFO  2019-04-22 22:29:33,162 [21   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-04-22 22:29:33,162 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments () - Validation state: Valid
INFO  2019-04-22 22:29:33,162 [21   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 19.2402ms
INFO  2019-04-22 22:29:33,162 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 26.4576ms 200 application/x-javascript
INFO  2019-04-22 22:29:33,208 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Areas/AppAreaName/Views/_Bundles/common-scripts.js?v=RR6r_jf5yl-rFmw1d3kDic48ClDMfeK9mhW3CSoUCzw  
INFO  2019-04-22 22:29:33,211 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Areas/AppAreaName/Views/_Bundles/common-scripts.js was not modified
INFO  2019-04-22 22:29:33,212 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 3.6831ms 304 application/javascript
INFO  2019-04-22 22:29:33,355 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 192.6086ms.
INFO  2019-04-22 22:29:33,356 [9    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-04-22 22:29:33,362 [21   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 201.3438ms
INFO  2019-04-22 22:29:33,362 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 209.7065ms 200 application/x-javascript; charset=utf-8
INFO  2019-04-22 22:29:34,489 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Account/Login application/x-www-form-urlencoded 314
WARN  2019-04-22 22:29:34,497 [9    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:34,497 [9    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-22 22:29:34,497 [9    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-22 22:29:34,497 [9    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-22 22:29:34,497 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc)
INFO  2019-04-22 22:29:34,510 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) with arguments (GSoft.AbpZeroTemplate.Web.Models.Account.LoginViewModel, /AppAreaName, , ) - Validation state: Valid
INFO  2019-04-22 22:29:34,597 [9    ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.Application signed in.
INFO  2019-04-22 22:29:34,598 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 87.4065ms.
INFO  2019-04-22 22:29:34,605 [9    ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-22 22:29:34,605 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Web.Controllers.AccountController.Login (GSoft.AbpZeroTemplate.Web.Mvc) in 107.8608ms
INFO  2019-04-22 22:29:34,607 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 117.4699ms 200 application/json; charset=utf-8
